	CON1	CON2	CON3	CON4	NPT1	NPT2	NPT3	NPT4
Rev1	0	0	0	0	0	0	0	0
Rhog	254	290	202	337	341	313	221	145
Htra1	540	690	575	697	813	942	677	565
Scamp4	162	209	106	209	291	190	116	86
Acin1	1389	1830	1265	1902	2167	1887	1203	1073
Stx1b	39	43	30	60	34	31	18	23
Pals1	3042	3860	4083	3427	4353	3935	3625	4188
Patz1	469	447	357	511	662	536	322	292
Extl1	37	38	31	51	53	32	28	15
Zfp386	662	741	799	750	796	836	653	826
Ccl24	3	12	6	16	5	11	9	6
Cited4	9	6	5	9	16	16	12	7
Fscn3	3	5	3	4	7	5	6	7
Tspan5	821	979	896	866	1529	1309	1011	833
Espn	88	69	47	92	71	50	22	27
Ube2j1	881	1148	998	1105	1538	1607	1354	1092
Thsd1	564	738	528	687	1105	749	359	427
Hdac7	3398	3744	2042	3567	4201	3030	1769	1480
Ak3	1905	2479	2010	2426	2739	2315	1636	1684
Actr8	683	834	596	799	998	865	523	569
Hnrnph2	913	1186	1079	1141	1503	1375	1185	1049
Cpxm1	80	145	61	135	380	265	119	175
Pex14	179	227	176	236	305	321	203	166
Stk3	916	1278	1259	1233	1260	1232	988	1094
Rbm14	382	514	355	518	612	517	351	252
Tmem45a	108	141	154	168	222	187	153	220
Gkap1	241	305	261	297	422	394	274	333
Dipk1b	39	79	57	80	135	123	87	65
Mrpl37	205	283	154	256	350	258	191	150
Mrpl12	132	151	132	161	230	341	179	172
Mrpl19	154	214	153	220	308	264	202	170
Rassf1	306	381	279	377	624	656	504	343
Styx	257	295	289	324	306	314	261	358
Naa10	145	203	130	160	303	292	194	201
Slc35g3	3	7	2	17	9	6	2	4
Ptpn9	663	720	601	786	960	853	713	506
Higd1a	405	526	469	513	623	760	658	636
Dmrtb1	0	0	0	0	0	1	0	0
Arl6	181	230	241	275	282	312	277	302
Atl2	958	1131	1145	1225	1175	1268	1056	1018
Fkbpl	55	40	35	46	62	78	50	38
Pitpnb	632	681	650	661	959	956	777	712
Sinhcaf	334	428	396	423	428	333	333	324
Metap2	945	1242	1094	1313	1518	1564	1374	1221
Mycbp	299	417	405	482	382	365	343	333
Gps2	223	243	192	222	301	290	193	180
Nupr1	603	896	760	864	696	700	530	489
Zfp113	355	380	353	377	380	359	274	267
Rhcg	0	0	0	0	0	1	1	0
Ggcx	1206	1592	1262	1545	2049	1769	1163	1395
Anapc7	268	377	289	403	522	415	324	273
Acpp	150	155	121	242	44	47	56	33
Dbn1	74	119	76	111	259	221	127	93
Aatf	667	776	563	839	979	936	695	639
Timm22	335	357	291	353	408	392	294	293
Dnajb5	159	153	124	176	278	241	183	114
Stam2	659	861	700	851	1011	922	736	749
Abcb9	102	103	97	98	195	175	100	81
Arl2	123	130	121	142	282	221	132	157
Pdcd5	135	184	202	183	291	287	299	306
Amotl2	2756	3622	3003	3310	5393	4540	2807	2643
Tmed2	1529	1974	1761	1946	3214	3203	2503	2619
Mettl3	359	417	294	397	484	489	295	266
B4galt5	340	355	315	460	767	621	385	306
Txnip	7211	8846	6542	9906	12462	9890	5566	6522
Eif3c	1626	2454	2075	2228	3252	3466	2803	2035
Hsd17b12	574	778	762	793	1061	1287	1204	979
Net1	1292	1704	1463	1896	1378	1471	1104	1268
Arl3	200	272	269	291	282	216	152	165
Ptges3	1379	1854	1813	1701	2506	2710	2118	2539
Rybp	374	459	453	453	536	540	430	366
Dnajc7	1041	1239	989	1233	1381	1329	949	835
Gltp	560	703	544	659	856	639	413	309
Ivd	864	1018	836	1189	1462	1373	823	780
Copz2	175	185	129	216	206	164	85	105
Acot9	694	896	926	865	1384	1612	1613	1245
Pus1	101	119	81	113	200	198	126	111
Sult1b1	3	2	2	5	0	0	5	0
Tmeff2	0	0	0	0	0	0	0	0
Zmym3	596	584	455	636	639	583	349	386
Clcnkb	4	3	1	11	6	12	7	6
Scoc	314	427	419	435	513	577	482	485
Cyb561d2	72	92	96	125	140	157	114	114
Apip	134	209	179	195	237	308	187	215
Tagln3	18	12	16	10	13	22	23	17
Fzr1	255	295	230	346	409	299	205	195
1110004F10Rik	547	739	662	668	962	986	700	717
Cpb2	0	0	1	0	2	1	0	1
Tmem59	2535	3074	2696	2986	3167	3050	2075	2421
B4galt4	483	621	503	694	874	650	407	477
Pdlim5	2051	2571	2204	2550	3467	3561	3155	2285
Arpc3	588	928	795	897	1275	1446	1028	854
Kcnj1	5	7	3	8	4	4	6	3
Arid3b	227	314	235	264	305	250	185	175
Spen	1628	1882	1386	1866	2529	2039	1268	1019
Rab9	410	602	576	558	631	622	512	582
Letm1	497	625	522	602	959	1009	675	518
B4galt6	94	117	113	121	159	145	107	116
Cyp3a25	0	0	0	0	1	0	1	2
Stx5a	730	1038	803	956	1302	1240	868	779
Znrd2	76	71	74	110	153	137	104	84
Shoc2	950	1324	1245	1234	1759	1637	1551	1399
Tmem115	330	435	318	440	699	585	380	287
Morf4l2	1630	2181	1998	2244	3225	3179	3293	2762
Chp1	1308	1799	1546	1739	2792	2718	2266	1889
Akap8	1658	2071	1574	2043	2245	2022	1392	1534
P3h1	229	248	190	283	549	474	286	211
Syncrip	3019	3281	3563	3386	4085	4579	4290	4462
Trip4	707	910	810	873	1058	1082	871	790
Dusp14	299	393	340	420	488	501	414	339
Ncoa6	861	1004	947	1052	1277	1099	875	834
Trpc4ap	1011	1257	987	1306	1726	1598	1047	875
Nudt3	648	810	661	865	1122	992	679	666
Cbln3	3	2	0	2	3	4	2	6
Noa1	106	110	79	118	182	183	100	107
Adar	881	1086	832	1129	1382	1170	696	694
Ykt6	752	909	712	953	1482	1291	962	775
Diaph3	114	122	122	81	110	119	115	141
Ppp4c	664	710	632	818	1128	931	725	589
Pfkp	1029	1366	1014	1336	1559	1429	1022	940
Hbs1l	718	941	813	997	1243	1173	902	813
Stub1	180	188	125	241	317	327	213	167
Pdcd10	743	952	1049	888	1102	1338	1268	1467
Tubd1	147	204	173	215	192	194	134	127
Mtch2	826	1094	928	1080	1552	1695	1453	1310
Dpt	0	0	0	0	0	0	0	0
Clip1	2986	3711	3242	3555	5374	5266	4137	3494
Dstn	4520	6209	5255	6090	7117	9000	8046	6364
Vps29	557	708	702	694	795	905	818	903
Tspan3	538	690	565	725	929	858	591	539
Adrm1	372	450	344	365	738	789	521	426
Rrad	65	89	43	88	203	134	61	42
Rbx1	608	886	735	841	1088	1168	873	844
Snx1	963	1456	1251	1324	1672	1813	1429	1364
Naa80	118	157	95	145	252	164	100	88
Serinc1	3281	4453	4560	4225	5158	5605	5034	4775
Arpc1a	828	1047	959	1056	1541	1346	923	1039
Actr10	716	934	881	871	1157	1326	1199	1198
Dnaja2	1284	1694	1586	1735	2204	2536	2033	2264
Copz1	624	689	501	852	966	821	587	524
Cyp2d22	467	567	373	548	941	764	451	480
Ybx3	715	862	718	809	1559	1596	1148	919
Suclg1	510	646	570	724	908	924	841	625
Orc6	237	279	261	279	404	403	326	381
Mbtps1	1745	2194	1567	2201	2742	2223	1284	1280
Aldh18a1	171	200	167	213	321	302	174	204
Dynll1	885	1363	1223	1236	2102	1816	1275	1352
Actl6a	408	590	455	523	730	814	580	554
Clptm1	933	1216	1046	1188	1760	1726	1212	990
Foxo1	874	934	794	922	1097	924	619	661
Sae1	474	549	388	544	764	697	423	387
Pkp3	197	229	162	232	357	330	243	195
Kcnip3	23	33	22	44	49	63	49	26
Mtch1	1499	1734	1413	1883	2793	2472	1578	1582
Snd1	1650	2056	1538	2005	3254	2886	2000	1866
Ctsf	213	280	199	275	305	277	152	166
Socs5	1096	1266	1116	1312	1621	1644	1151	1109
Pias1	1506	2056	1752	1937	1926	1784	1285	1422
Rgs19	214	202	199	266	304	306	209	265
Stmn4	1	3	1	0	3	0	1	4
Fads2	754	858	602	813	1119	1000	493	478
Tbk1	839	1110	1002	1015	1420	1510	1109	1036
Foxo3	2071	2018	1875	2223	3706	3670	2421	2181
Slc2a5	1	1	1	3	6	4	1	1
Gabarap	1492	2104	1682	2041	2717	2492	1748	1969
Nxt1	122	179	143	164	241	239	172	169
Ikbke	0	0	0	0	0	0	0	0
Zbtb20	10800	13220	12100	12533	12361	10244	7977	7150
Vapb	1096	1440	1030	1339	1694	1475	991	967
Cldn18	9730	11117	10272	10138	11783	11712	11023	9710
Gosr2	1183	1418	1102	1512	2025	1894	1459	1079
Get3	328	435	342	436	611	587	386	401
Tspan6	150	230	179	198	202	144	147	175
Elf4	541	643	529	633	704	639	473	377
Ankrd49	185	294	242	253	376	393	398	319
Srpk3	94	77	74	105	93	49	44	52
Ruvbl1	197	239	173	314	413	397	288	228
Cib2	76	92	72	96	49	90	56	82
Rapgef4	622	760	543	677	819	621	421	372
Pard6a	57	53	41	60	89	78	52	45
Rnf138	631	710	720	597	627	741	594	781
Rbms2	1418	1626	1367	1573	2239	1855	1391	1196
Slc22a21	86	110	95	132	128	118	109	80
Defb4	0	0	0	0	0	0	0	0
Nme4	10	12	16	20	19	32	17	14
Papolb	33	49	45	36	32	35	23	27
Pmfbp1	1	0	0	0	5	2	3	6
Pals2	320	352	262	295	586	697	601	631
Zfp235	221	318	226	283	361	289	201	190
Septin6	281	326	251	352	262	201	133	131
Mast1	58	55	43	80	106	107	69	78
Sec11a	532	696	537	740	841	837	827	613
Cnpy2	372	572	510	608	674	607	488	485
Ylpm1	1736	2166	1478	2134	2115	1753	1289	1306
Ripk3	115	108	66	110	186	135	121	80
Rgs17	47	42	54	48	33	36	54	55
Hspb3	0	0	0	2	2	4	6	2
Pex3	355	412	487	429	549	586	583	571
Klk11	37	35	22	28	32	20	16	17
Habp4	393	473	401	445	687	579	429	402
Cilk1	858	975	854	1093	1539	1504	1046	887
Kcnd3	64	58	48	72	60	72	55	34
Vmn2r1	8	8	9	12	32	46	54	40
Sec1	10	23	18	19	22	30	23	18
Ube2d2a	1053	1272	1034	1291	1334	1310	1088	1091
Txn2	336	432	257	397	457	533	413	253
Vmn2r26	0	0	0	3	5	4	2	7
Raet1d	0	2	3	1	0	0	2	5
Pfdn5	999	1386	1274	1446	1543	1408	1123	1517
Rps6ka4	418	499	376	557	1120	1016	643	497
Mgst1	2984	4239	4684	5496	2855	3477	4005	3884
Clec4e	37	36	125	65	83	78	88	133
Clec4n	84	162	169	206	132	129	217	295
Adam21	14	20	20	23	35	22	24	19
Poll	126	127	94	143	153	121	67	60
Dnase2b	8	16	7	12	0	1	1	9
Trim17	175	194	144	239	219	209	147	116
Sphk2	482	519	309	614	583	505	320	302
Prl2a1	0	0	0	0	0	0	0	0
Fgf21	0	0	0	0	1	0	0	2
Gsk3b	2708	3212	2779	3049	3617	3555	2586	2389
Klk4	0	0	0	0	0	0	1	0
Ankrd2	4	2	1	3	6	12	10	3
Slc15a1	39	52	62	52	95	138	127	93
Clec7a	462	826	852	862	534	520	692	910
Mlycd	84	94	54	85	144	103	70	69
Dnajb8	0	0	0	0	0	0	0	1
Lamtor3	441	578	529	517	759	795	645	607
Crtap	266	323	210	321	391	318	168	160
Pnkd	0	0	0	0	0	0	0	0
Gpr132	57	64	60	97	78	32	28	20
Akap10	1440	1750	1435	1816	1982	1790	1356	1286
Phax	291	419	333	428	556	509	393	407
Cdc42ep4	1415	1399	1156	1484	3420	3537	2091	1399
Glmp	347	526	378	485	678	621	376	314
H1f5	40	108	54	66	30	43	48	41
Pigo	231	192	160	230	286	247	174	138
Ranbp9	1206	1593	1553	1447	1880	1825	1658	1856
Ccnl1	2860	3396	3725	3376	3411	3482	3327	3498
Zfp111	307	407	346	386	451	335	299	292
Clcf1	109	125	82	134	186	120	92	82
Dnajb12	303	350	297	392	592	563	386	288
Brinp1	26	31	26	31	140	133	59	72
Plag1	143	140	153	151	159	160	140	148
Rabgef1	615	716	601	807	905	820	619	607
Mlst8	155	181	125	227	272	253	189	160
Mtor	1325	1501	1281	1609	2364	2005	1364	1158
Tdo2	53	61	67	64	65	84	65	65
Litaf	587	844	746	799	1484	1467	1061	835
Cript	202	227	243	228	310	251	223	316
Sh3bgrl	6059	6692	7857	6527	6488	6451	5616	8097
Miox	1	0	2	3	7	4	2	0
Tulp2	25	34	32	38	50	40	31	19
Krt71	0	0	0	0	0	0	0	2
Rnf14	1446	1626	1395	1745	2248	2128	1592	1398
Alg2	386	401	325	437	617	583	426	401
Mocs1	396	430	356	487	797	797	566	446
Rec8	86	114	62	120	43	60	40	30
Igdcc4	39	46	23	75	39	26	20	10
Psrc1	10	22	17	20	18	13	22	14
Lat2	184	193	154	221	244	184	124	148
Pf4	46	111	97	138	138	167	282	156
C1qtnf1	247	264	205	299	380	261	211	163
Tex101	0	2	0	3	1	2	0	2
Sez6l	7	15	7	2	9	2	4	7
Nfu1	208	208	162	244	317	254	219	236
Dhodh	154	172	156	195	252	226	161	147
Aldh9a1	0	0	0	0	0	0	0	0
Tacstd2	395	505	485	510	946	1020	843	528
Mbnl1	7916	9361	10227	8682	10633	10359	9470	11859
Clec1b	124	142	164	156	291	284	248	154
Med20	602	726	556	807	830	694	538	499
Mllt11	98	144	84	122	163	193	138	110
Chst5	16	18	16	17	39	20	18	14
Slc6a14	1642	2114	2241	2005	2826	3759	3852	3511
Ralgapa1	3191	4192	4072	4124	4638	3946	3204	3515
Tmem9b	587	701	652	765	1010	937	720	659
Ascl3	0	6	0	1	1	6	4	2
Scube2	797	1094	798	1102	428	310	159	191
Supt20	1121	1356	1185	1412	1287	1195	982	1169
Ube2l6	186	250	175	321	216	193	248	137
Stap1	134	124	138	142	64	48	58	56
Hacl1	169	212	163	208	211	172	139	172
Arl10	469	643	432	591	714	529	400	414
Zbtb33	631	679	854	779	735	708	672	706
Scamp5	69	77	56	93	132	96	71	70
Cacna2d2	2	3	1	8	5	4	9	5
Gmeb1	503	676	447	600	792	650	502	450
Dkk2	22	28	24	41	54	35	35	25
Dnajb2	0	0	0	0	0	0	0	0
Ctsr	0	0	0	0	0	0	2	2
Ccl28	41	62	43	67	32	32	19	15
Lgi1	3	2	1	3	4	0	3	3
Trpm5	20	25	13	20	60	36	40	13
Tssc4	234	248	182	237	485	414	261	261
Necab3	21	29	17	25	43	17	19	24
Aldh1a3	25	46	18	32	197	347	302	159
Insm2	9	12	6	16	17	27	23	10
Slc37a2	113	125	108	158	168	145	105	88
Or11h4	0	0	0	0	0	0	1	0
Or52b1	3	0	1	1	1	0	0	0
Or5p57	0	0	0	0	0	0	0	0
Cldn9	0	0	0	2	1	2	1	0
Psg23	0	0	0	0	0	0	0	0
Zfp109	125	176	161	155	201	144	84	164
Pate4	1	1	0	8	0	5	4	3
Lmbr1	759	993	959	1068	1216	1219	975	960
Rnf32	150	187	161	208	146	140	169	144
Nsmf	524	559	421	536	737	597	404	368
Rbms1	3346	3908	3571	3650	5346	4975	3832	3803
Htr3b	1	0	0	0	0	0	1	2
Pdxp	31	39	25	25	29	30	14	43
Gtf2ird1	304	454	288	388	608	402	243	211
Slc12a5	58	79	43	58	78	54	18	29
Dolpp1	205	226	157	223	334	286	191	182
Sap30bp	426	471	353	496	775	650	548	412
Tbx20	58	97	19	100	63	86	79	49
Zfp276	343	370	266	403	513	425	295	250
Ly6i	23	38	24	31	15	20	18	16
Gabrq	17	24	22	28	32	34	36	30
Or52d3	0	0	0	0	0	0	1	0
Or8b12i	0	0	0	0	0	0	0	1
Tas2r105	0	0	0	0	0	0	0	0
Tas2r108	12	5	6	6	4	10	4	11
Tas2r119	0	0	0	0	0	0	0	2
Cldn13	0	0	0	0	1	1	3	0
Prss21	0	0	0	0	0	0	0	0
Vav3	590	674	650	582	922	1022	739	624
Xpo4	1238	1510	1354	1490	1956	1829	1623	1355
Tob2	539	633	493	783	901	954	672	465
Ltb4r2	2	5	1	2	14	10	5	4
Brd4	2407	2623	2084	2864	2851	2309	1607	1528
Retnla	159	247	233	271	56	75	87	95
Retnlb	2	0	1	1	2	0	0	4
Retn	31	62	17	40	32	14	22	27
Fzd2	249	277	238	296	303	368	228	198
Cxcl14	505	694	463	636	1933	2111	1439	1301
Apba3	245	291	222	289	593	499	310	300
Or4e5	0	1	0	0	0	0	1	0
Or4e1	0	0	0	0	0	0	0	1
Or4e2	0	0	0	0	0	0	0	1
Or4c3d	0	0	0	0	0	0	0	0
Slc16a8	4	8	16	20	10	11	9	15
Lenep	29	35	28	34	30	18	23	15
Vsig2	385	484	342	423	651	532	388	396
Slurp1	59	126	77	108	100	68	69	83
Bcam	4929	5937	4553	5794	8934	7018	4897	4210
Slc25a20	272	399	299	392	670	677	499	526
Rps27	2536	3694	3807	3491	3658	3828	3448	4865
Icmt	995	1158	853	1199	1872	1656	994	829
Psmd8	779	956	865	926	1596	1712	1451	1153
Mrps31	174	218	212	270	281	329	275	227
Nelfcd	331	394	297	385	512	557	355	313
Wdr46	123	124	95	156	334	373	227	147
C1d	449	519	621	502	678	710	678	814
Srsf4	514	557	434	618	664	616	455	458
Smpdl3a	1565	2050	2147	2022	2115	1907	1592	1892
Park7	474	589	411	648	803	707	498	464
Terf2ip	304	402	311	348	496	446	270	295
Otor	1	3	0	0	0	0	3	2
Gigyf1	858	822	549	902	1050	685	447	474
Jph1	0	0	0	0	0	0	0	0
Jph3	17	20	21	24	38	35	28	26
Parva	2631	3060	2759	3079	4027	3535	2665	2563
As3mt	318	402	285	381	378	392	227	202
Ppbp	80	108	191	182	118	65	187	37
Cramp1	912	994	760	1001	1192	930	659	552
BC051019	149	180	153	252	123	59	30	54
Srd5a3	259	355	218	343	343	335	229	231
B4galt3	0	0	0	0	0	0	0	0
Akip1	126	162	123	165	220	216	130	138
Smarce1	578	890	728	757	915	1024	740	669
Mogs	360	461	271	428	697	601	386	366
P2ry4	3	1	1	1	0	3	1	6
Psors1c2	2	0	3	1	3	0	1	1
Cltrn	1	0	0	1	0	2	0	1
Defb46	0	0	0	0	0	0	0	0
Atp5mf	572	851	861	775	924	872	921	1081
U90926	0	0	1	0	1	1	0	0
Scgb1b2	0	0	0	0	0	0	0	0
Sult5a1	88	96	98	95	169	181	79	127
Sult3a1	0	0	0	0	0	0	1	3
Dnajc4	144	148	120	125	186	186	116	100
Zc3h8	78	100	82	97	117	100	74	70
Xrcc2	103	121	83	129	206	141	128	88
Plin4	383	387	244	514	977	701	533	405
Gabarapl1	1338	1940	1416	1678	3037	3036	2066	1778
Golga7	674	945	818	804	1161	1068	798	837
Marchf7	2421	3032	3231	2877	3387	3614	3080	3444
Tmem183a	0	0	0	0	0	0	0	0
Ehd3	212	232	132	189	444	332	169	125
Gpr17	345	420	264	443	601	403	311	310
Insyn2b	311	353	297	445	208	167	126	166
Pwwp4a	0	1	3	1	0	1	1	2
Pwwp4b	2	0	1	1	2	1	4	0
Gmnn	102	119	135	154	80	88	88	72
Tas2r137	3	6	8	11	8	17	10	7
Serinc4	76	87	66	86	95	120	74	56
Kcne3	29	62	42	52	18	10	18	22
Zmynd15	100	130	53	107	122	92	46	65
Psg26	0	0	0	1	0	0	0	1
Fbxo3	1281	1458	1480	1505	1634	1683	1302	1336
Xlr3b	32	69	31	73	62	3	31	12
Xlr5a	0	0	0	0	0	0	0	0
Isg20	168	222	149	239	183	165	194	132
Rhox4b	0	0	0	0	0	0	0	0
Slc15a2	976	710	1108	938	784	816	829	1089
Stk32c	8	14	11	10	13	13	13	9
Noc2l	268	293	242	391	630	561	436	292
Abhd1	12	6	6	8	8	16	7	11
Sec61a2	594	738	642	779	823	812	589	657
Zfp112	54	90	60	90	86	92	88	60
Piwil2	22	26	31	23	65	62	46	50
Jmy	1544	1762	1636	1768	1778	1549	1086	1283
Piwil1	0	0	0	0	0	1	0	2
Wdr12	0	0	0	0	0	0	0	0
Rnf25	0	0	0	0	0	0	0	0
Tacc2	1266	1394	1173	1470	1845	1552	1163	927
Noc3l	258	361	305	359	451	460	414	347
Cend1	7	4	1	4	7	6	7	2
Dnajb7	33	28	12	29	21	21	11	26
Fhl5	2	1	2	4	6	7	5	11
Pglyrp2	19	23	13	23	12	11	8	6
Ntn4	1128	1277	1193	1308	1714	1316	877	704
Tbx21	16	14	11	23	9	11	1	2
Wdr4	341	341	283	440	465	475	299	299
Usp29	1	0	1	3	0	5	6	7
Ttyh1	19	35	18	19	32	37	14	20
Fmnl1	406	437	434	582	463	304	291	292
Fxyd7	18	16	7	20	5	5	4	14
Cd200r1	49	91	98	84	92	69	103	158
Rbak	271	339	295	284	516	426	304	255
Tnip1	389	448	356	411	605	472	338	297
Bin3	264	353	244	353	486	389	325	264
Rangrf	44	55	46	55	95	73	44	41
Rpl35a	1692	2717	2709	2514	2589	2919	2819	3279
Cdon	817	1028	773	1049	928	855	661	596
Rgr	0	0	0	0	6	5	3	0
Tk2	449	464	356	544	606	484	339	362
Kcne4	0	0	0	0	0	0	0	0
Spata5	442	536	457	578	658	756	716	583
Tesc	21	33	16	30	11	20	10	13
Eral1	182	209	176	217	296	268	169	159
Adck2	194	226	151	297	284	201	141	164
Hacd3	2079	2616	2437	2732	3304	2986	2215	2515
Angptl4	185	266	289	325	2068	2110	1440	1108
Il17re	262	315	200	298	432	362	226	224
Ccdc126	141	207	212	204	251	245	195	196
Krcc1	850	1056	1147	1064	1283	1466	1240	1493
Isy1	286	353	249	336	504	431	334	315
Zfp318	846	961	846	1054	1086	982	768	784
Gsdma	0	0	0	0	4	0	2	5
Cdc42se1	1306	1381	1031	1572	1912	1703	1241	940
Pidd1	37	35	24	38	68	68	31	24
Crlf2	103	124	82	116	213	162	124	96
Tbc1d1	712	914	641	829	1327	1143	736	674
Tnfrsf13b	99	149	81	153	138	81	75	67
Asic5	2	3	0	2	2	7	3	2
Sertad2	1273	1571	1358	1498	2071	1763	1487	1193
Rgs20	0	0	0	0	0	0	0	0
Rhbg	50	57	36	111	25	22	32	14
Sorcs1	5	9	4	5	6	1	5	10
Klrc3	16	18	11	28	14	9	11	16
Hic2	79	94	76	105	167	155	114	88
Il20	0	0	0	0	0	0	0	0
Prokr1	11	16	15	21	30	37	28	25
Cnot9	0	0	0	0	0	0	0	0
Rsad2	51	114	89	174	165	101	106	86
Rad18	90	136	130	134	193	242	185	165
Cldn10	117	293	249	357	58	86	99	68
Vstm2b	12	10	4	18	6	3	2	5
Extl2	213	299	267	272	309	313	275	255
Sh3kbp1	566	720	603	714	721	564	357	498
Sall1	4	1	3	3	9	11	5	7
Ppp1r1a	24	15	13	26	27	44	22	14
Nelfb	695	887	628	896	1291	1036	672	571
Zbp1	67	69	75	80	116	83	57	79
Pdcd1lg2	33	27	35	29	26	24	25	32
Zbtb32	86	82	52	111	87	98	63	62
Slc43a3	2443	3139	2660	2916	6591	5755	3598	2983
Bcl11b	108	133	87	144	75	39	35	40
Sectm1b	1	0	1	0	17	2	2	5
Srrm3	2	1	2	1	9	7	16	8
Cst10	0	0	0	0	0	0	0	1
Trem1	30	41	80	45	64	74	81	59
Trem3	7	16	21	17	24	9	11	18
Pard6b	949	1127	1003	952	1608	1667	1687	965
Rab37	15	33	15	25	23	22	12	13
Mmp19	153	199	204	217	456	496	390	273
Cacna1h	33	42	25	58	60	27	12	24
Fam184b	13	37	18	31	33	40	32	22
Efcc1	294	447	337	352	178	183	79	131
Rnf8	58	78	68	87	101	67	60	40
Stk4	2291	3093	2643	2867	3833	3185	1922	1563
Dnaja4	717	881	746	991	882	703	525	509
Shank3	2203	2184	1350	2336	2896	1884	1055	955
Nectin1	396	528	382	574	897	634	281	285
Nkain4	304	420	258	350	382	275	262	271
Fam181b	48	57	24	33	68	31	9	16
Dexi	45	58	35	80	82	38	25	34
Hs1bp3	194	193	142	233	218	190	99	121
Nudt11	50	41	43	77	40	44	44	48
Nap1l5	20	27	35	29	28	26	20	13
Stx6	0	0	0	0	0	0	0	0
Gpr180	304	413	289	383	500	490	287	285
Slc35b4	399	430	317	436	575	512	337	316
1700123O20Rik	197	262	252	279	351	313	283	279
Fibp	305	393	301	431	473	487	349	245
Chst11	276	341	288	375	553	336	221	198
Cep295nl	208	223	151	207	203	143	104	110
Cts6	0	0	0	0	0	0	1	2
Erg28	169	197	167	194	237	217	196	166
Eid1	670	914	890	855	1071	1027	675	848
Trim54	2	6	2	6	14	15	12	8
Elp2	810	1062	819	1038	1123	1056	869	699
Crbn	478	586	552	534	637	593	544	604
Trpm7	2824	3494	3544	3443	4009	4354	3740	3498
Pmaip1	135	151	161	190	318	169	156	164
Kcnmb4	30	38	27	31	9	12	5	5
Pga5	0	0	0	0	0	0	6	2
Cdc42ep5	72	99	40	75	133	103	52	64
Mlxipl	48	52	45	68	46	33	29	47
Slco1c1	10	15	20	21	28	29	33	13
Rnase4	4725	6951	6300	6069	6041	5381	4710	5740
Akr1a1	2792	3439	2579	3602	4496	4177	2869	2875
Efemp2	376	414	264	417	737	539	354	309
Adamdec1	115	156	156	250	50	49	49	34
Cysltr1	149	248	274	178	200	188	148	278
Tssk3	9	5	1	0	9	10	5	9
Tdh	0	2	0	0	2	0	0	2
Treh	5	4	5	1	6	9	11	3
Syngr4	11	16	17	12	21	13	13	21
Pex5l	12	4	7	29	19	8	15	17
Hibadh	749	907	906	978	1215	1202	871	924
Repin1	214	221	139	255	346	263	176	126
Fam13a	664	885	699	904	608	558	330	432
Sumf1	499	623	554	594	848	760	552	491
Myot	0	0	0	0	23	1	0	3
Rps6kb2	191	255	195	258	357	316	231	181
Ghrl	66	76	63	92	69	77	74	38
F12	0	1	1	2	6	2	2	5
Smpd3	103	120	90	129	183	159	171	110
Arhgap23	999	1080	668	1094	1530	1091	678	475
Nectin3	4378	5377	5707	4780	5292	4271	3131	4674
Pole3	263	330	292	355	483	538	403	366
Wrap73	170	208	152	178	323	233	153	142
Maea	841	956	812	1013	1566	1551	1099	926
Pias4	146	174	115	182	260	215	147	101
Trappc2l	177	257	178	237	310	221	213	199
Myoz2	42	62	27	99	103	101	80	83
Ngly1	938	1077	1046	1096	1230	1392	1154	1069
Anapc5	2204	2666	2079	2697	3654	2984	1891	1856
Sh3rf1	636	765	610	738	1121	820	471	444
Sqor	550	795	775	767	1048	955	702	785
Myoz1	0	0	9	3	29	4	4	3
Moxd1	3	10	5	2	15	5	7	1
Hnrnph1	5128	6178	5903	5796	5756	6267	4941	5584
Rrs1	0	0	0	0	0	0	0	0
Nup160	807	1078	977	1066	1242	1187	1080	927
Thap11	266	310	240	308	520	424	267	201
Pdzk1	3	6	3	10	3	5	6	4
Rab2a	1922	2563	2434	2547	3201	3152	2541	2390
Edf1	320	464	385	424	891	727	443	529
Med12	1204	1358	1093	1582	1691	1488	1063	914
Usp14	714	916	863	936	1168	1401	1339	1169
Huwe1	8433	10613	9089	10618	12940	12224	9541	8222
Nampt	1218	1506	1583	1599	2095	2824	3151	2198
Rcl1	217	234	172	224	314	366	272	214
Psmd14	522	708	670	672	1118	1327	1315	1113
Mkks	287	365	371	399	397	399	327	392
Chst12	165	228	126	192	338	297	187	155
Ppp2r3c	174	272	251	243	267	283	286	273
Slc4a8	250	218	185	343	192	139	111	83
Carm1	370	384	290	440	577	512	323	286
Dact1	173	218	192	202	209	162	85	118
Pxmp4	285	421	299	369	503	492	233	336
Rhot1	1135	1326	1263	1249	1708	1767	1323	1326
Stk25	0	0	0	0	0	0	0	0
Cope	513	659	528	610	966	927	611	677
Wsb2	843	1055	768	973	1515	1374	961	783
Rnf130	740	877	850	829	1211	1117	825	935
Stard3	523	621	482	626	903	840	473	602
Arpp19	816	1010	1021	996	1135	1083	895	853
Pnkp	458	509	403	535	681	621	398	401
C1galt1c1	366	476	524	508	535	598	494	648
Slc22a17	189	208	122	191	207	137	92	110
Nsa2	482	774	684	739	659	758	735	793
Mettl9	600	748	710	695	1025	858	721	700
Hgh1	82	77	56	85	146	115	90	56
Mrps30	210	241	235	237	366	351	296	322
Evc	251	358	245	338	435	269	133	170
Zfp24	1091	1238	1214	1280	1513	1580	1312	1324
Bhlhe22	9	6	9	12	34	38	23	25
